"","name","sizeF","type","subtype","alignmentF","hit_points","hit_dice","strength","dexterity","constitution","intelligence","wisdom","charisma","legal","moral"
"2437","Three-Headed Clockwork Dragon","Huge","construct","","unaligned",275,"22d12+132",25,10,23,10,10,1,"unaligned","unaligned"
"2438","Three-Headed Cobra","Large","monstrosity","","unaligned",127,"15d10+45",14,18,16,4,10,6,"unaligned","unaligned"
"2439","Thripper","Medium","humanoid","","chaotic neutral",104,"16d8+32",14,19,15,11,16,9,"chaotic","neutral"
"2440","Thrummren","Gargantuan","celestial","","chaotic good",198,"12d20+72",21,19,22,10,15,10,"chaotic","good"
"2441","Thuellai","Huge","elemental","","chaotic neutral",149,"13d12+65",22,24,20,10,11,14,"chaotic","neutral"
"2442","Thuellai","Huge","elemental","","chaotic neutral",161,"14d12 + 70",22,24,20,10,11,14,"chaotic","neutral"
"2443","Thug","Medium","humanoid","","",32,"5d8+10",16,12,14,10,10,10,"unaligned","unaligned"
"2444","Thunderbird","Large","monstrosity","","",57,"6d10+24",18,14,18,2,16,8,"unaligned","unaligned"
"2445","Tidehunter","Huge","monstrosity","","unaligned",133,"14d10+56",19,14,18,5,12,5,"unaligned","unaligned"
"2446","Tigebra","Large","monstrosity","","chaotic evil",190,"20d10+80",20,13,18,5,15,5,"chaotic","evil"
"2447","Tiger","Large","beast","","unaligned",37,"5d10+10",17,15,14,3,12,8,"unaligned","unaligned"
"2448","Tiger","Large","beast","","",30,"4d10+8",16,14,14,3,12,4,"unaligned","unaligned"
"2449","Timingila","Gargantuan","monstrosity","titan","neutral evil",232,"15d20+75",28,5,21,8,7,14,"neutral","evil"
"2450","Titanic Dragon Turtle","Titanic","dragon","","",396,"24d20+144",24,10,22,14,16,16,"unaligned","unaligned"
"2451","Titanic Kraken","Titanic","monstrosity","","",888,"48d20+384",30,10,26,22,18,18,"unaligned","unaligned"
"2452","Titanoboa","Gargantuan","beast","","unaligned",232,"15d20+75",26,10,20,3,10,3,"unaligned","unaligned"
"2453","Titanoboa","Gargantuan","beast","","unaligned",232,"15d20 + 75",26,10,20,3,10,3,"unaligned","unaligned"
"2454","Tophet","Huge","construct","","neutral evil",184,"16d12+80",24,10,20,6,10,10,"neutral","evil"
"2455","Tophet","Huge","construct","","neutral evil",161,"14d12 + 70",21,10,20,6,10,10,"neutral","evil"
"2456","Torch Mimic","Tiny","monstrosity","","neutral",21,"6d4+6",7,15,13,6,12,8,"neutral","neutral"
"2457","Tormented Qiqirn","Large","fiend","","chaotic evil",133,"14d10+56",15,18,14,5,12,13,"chaotic","evil"
"2458","Tosculi Drone","Small","monstrosity","","lawful evil",22,"4d6+8",8,16,14,8,12,4,"lawful","evil"
"2459","Tosculi Elite Bow Raider","Medium","humanoid","tosculi","lawful evil",97,"13d8+39",14,18,17,12,14,12,"lawful","evil"
"2460","Tosculi Hive-Queen","Large","monstrosity","","lawful evil",157,"15d10+75",17,24,20,16,16,18,"lawful","evil"
"2461","Tosculi Jeweled Drone","Small","humanoid","tosculi","lawful evil",90,"12d6+48",10,18,18,14,14,17,"lawful","evil"
"2462","Tosculi Warrior","Small","monstrosity","","lawful evil",58,"9d6+27",12,20,16,10,12,12,"lawful","evil"
"2463","Tosculi Drone","Small","humanoid","","lawful evil",22,"4d6 + 8",8,16,14,8,12,4,"lawful","evil"
"2464","Tosculi Elite Bow Raider","Medium","humanoid","","lawful evil",97,"13d8 + 39",14,24,17,12,14,12,"lawful","evil"
"2465","Tosculi Hive Queen","Large","monstrosity","","lawful evil",189,"18d10 + 90",17,24,20,16,16,18,"lawful","evil"
"2466","Tosculi Warrior","Small","humanoid","","lawful evil",58,"9d6 + 27",12,20,16,10,12,12,"lawful","evil"
"2467","Transcendent Lunarchida","Medium","aberration","","neutral evil",91,"14d8+28",10,17,14,18,12,17,"neutral","evil"
"2468","Trapsmith","Small","humanoid","","lawful neutral",54,"12d6 + 12",7,16,12,16,13,8,"lawful","neutral"
"2469","Treacle","Tiny","ooze","","unaligned",22,"4d4+12",4,6,17,1,1,10,"unaligned","unaligned"
"2470","Treacle","Tiny","ooze","","unaligned",22,"4d4 + 12",4,15,17,1,1,10,"unaligned","unaligned"
"2471","Treant","Huge","plant","","chaotic good",138,"12d12+60",23,8,21,12,16,12,"chaotic","good"
"2472","Treant","Huge","plant","","",138,"12d12+60",22,8,20,12,20,12,"unaligned","unaligned"
"2473","Tree Skinner","Medium","fiend","","chaotic evil",38,"7d8+7",10,16,13,14,15,18,"chaotic","evil"
"2474","Tribal Warrior","Medium","humanoid","any race","any alignment",11,"2d8+2",13,11,12,8,11,8,"unaligned","unaligned"
"2475","Tricenatorus","Huge","monstrosity","","unaligned",184,"16d12+80",26,10,20,2,12,8,"unaligned","unaligned"
"2476","Triceratops","Huge","beast","","unaligned",95,"10d12+30",22,9,17,2,11,5,"unaligned","unaligned"
"2477","Triceratops","Huge","beast","","",84,"8d12+32",20,10,18,2,12,5,"unaligned","unaligned"
"2478","Trickster Priest","Medium","humanoid","","",32,"5d8+10",12,10,14,12,16,12,"unaligned","unaligned"
"2479","Tripwire Patch","Huge","plant","","unaligned",95,"10d12+30",18,10,17,2,12,6,"unaligned","unaligned"
"2480","Troglodyte","Medium","humanoid","","",19,"3d8+6",14,12,14,10,12,10,"unaligned","unaligned"
"2481","Troll","Large","giant","","chaotic evil",84,"8d10+40",18,13,20,7,9,7,"chaotic","evil"
"2482","Troll","Large","giant","","",84,"8d10+40",18,12,20,8,12,8,"unaligned","unaligned"
"2483","Troll, Breakwater","Large","giant","","chaotic neutral",105,"10d10+50",18,14,20,9,14,7,"chaotic","neutral"
"2484","Troll, Gutter","Medium","giant","","neutral evil",75,"10d8+30",18,16,16,7,11,7,"neutral","evil"
"2485","Troll, Rattleback","Large","giant","","chaotic evil",126,"12d10+60",20,18,20,7,12,7,"chaotic","evil"
"2486","Troll, Tumor","Large","giant","","chaotic evil",125,"10d10+70",18,7,24,5,7,5,"chaotic","evil"
"2487","Trollkin Fire Shaman","Medium","humanoid","","neutral",45,"7d8+14",10,14,14,9,16,8,"neutral","neutral"
"2488","Trollkin Ironmonger","Medium","humanoid","","neutral",105,"14d8+42",18,13,17,11,12,9,"neutral","neutral"
"2489","Trollkin Ragecaster","Medium","humanoid","","chaotic neutral",112,"15d8+45",14,17,16,9,14,18,"chaotic","neutral"
"2490","Trollkin Raider","Medium","humanoid","trollkin","neutral",32,"5d8+10",12,12,14,9,12,10,"neutral","neutral"
"2491","Trollkin Reaver","Medium","humanoid","trollkin","neutral",82,"11d8+33",19,13,16,11,12,13,"neutral","neutral"
"2492","Trollkin Shaman","Medium","humanoid","trollkin","neutral",78,"12d8+24",14,13,14,10,16,12,"neutral","neutral"
"2493","Trollking Grunt","Medium","humanoid","trollkin","neutral",45,"6d8+18",18,13,16,9,11,10,"neutral","neutral"
"2494","Trollkin Reaver","Medium","humanoid","","neutral",82,"11d8 + 33",19,13,16,11,12,13,"neutral","neutral"
"2495","Tuberkith","Small","plant","","any alignment",22,"4d6+8",8,14,15,10,12,9,"unaligned","unaligned"
"2496","Tulpa","Medium","undead","","neutral evil",39,"6d8+12",14,16,14,10,14,9,"neutral","evil"
"2497","Tusked Crimson Ogre","Large","giant","","chaotic evil",93,"11d10+33",19,8,16,5,7,7,"chaotic","evil"
"2498","Tusked Skyfish","Large","aberration","","lawful good",102,"12d10+36",17,12,17,3,14,10,"lawful","good"
"2499","Tusked Skyfish","Large","aberration","","unaligned",102,"12d10 + 36",19,12,17,3,14,10,"unaligned","unaligned"
"2500","Tveirherjar","Medium","undead","","lawful evil",102,"12d8+48",19,12,19,10,14,14,"lawful","evil"
"2501","Two-Headed Eagle","Huge","monstrosity","","unaligned",142,"15d12+45",20,21,16,6,12,14,"unaligned","unaligned"
"2502","Tyrannosaurus Rex","Huge","beast","","unaligned",136,"13d12+52",25,10,19,2,12,9,"unaligned","unaligned"
"2503","Tyrannosaurus Rex","Huge","beast","","",126,"11d12+55",22,10,20,2,12,5,"unaligned","unaligned"
"2504","Tzepharion","Large","fiend","devil","lawful evil",110,"13d10+39",19,14,16,5,18,13,"lawful","evil"
"2505","Ulnorya","Large","aberration","","neutral evil",119,"14d10+42",14,18,17,12,10,14,"neutral","evil"
"2506","Umbral Shambler","Medium","aberration","","neutral evil",39,"6d8+12",17,16,15,11,14,12,"neutral","evil"
"2507","Umbral Vampire","Medium","fiend","","chaotic evil",84,"13d8+26",1,18,15,14,14,19,"chaotic","evil"
"2508","Umbral Vampire","Medium","undead","","chaotic evil",84,"13d8 + 26",1,18,15,14,14,19,"chaotic","evil"
"2509","Undead Phoenix","Huge","undead","","chaotic evil",142,"15d12+45",23,14,17,8,17,9,"chaotic","evil"
"2510","Underworld Sentinel","Huge","undead","","neutral",126,"12d12+48",23,15,18,10,16,14,"neutral","neutral"
"2511","Unhatched","Small","undead","","chaotic evil",71,"11d6+33",15,14,16,18,10,9,"chaotic","evil"
"2512","Unicorn","Large","celestial","","lawful good",67,"9d10+18",18,14,15,11,17,16,"lawful","good"
"2513","Unicorn","Large","celestial","","",85,"9d10+36",20,18,18,16,20,20,"unaligned","unaligned"
"2514","Ur-Otyugh","Large","aberration","","",144,"17d10+51",16,10,16,6,14,5,"unaligned","unaligned"
"2515","Uraeus","Tiny","celestial","","lawful neutral",40,"9d4+18",6,15,14,10,14,9,"lawful","neutral"
"2516","Uraeus","Tiny","celestial","","lawful neutral",40,"9d4 + 18",6,15,14,10,14,9,"lawful","neutral"
"2517","Uridimmu","Large","celestial","","lawful good",150,"12d10+84",22,17,24,14,18,21,"lawful","good"
"2518","Urochar (Strangling Watcher)","Huge","aberration","","chaotic evil",256,"19d12+133",24,15,24,14,14,20,"chaotic","evil"
"2519","Urochar","Huge","aberration","","chaotic evil",256,"19d12 + 133",24,15,24,14,14,20,"chaotic","evil"
"2520","Ursa Polaris","Large","monstrosity","","neutral evil",133,"14d10+56",20,12,18,4,16,5,"neutral","evil"
"2521","Urushi Constrictor","Large","monstrosity","","unaligned",133,"14d10+56",17,15,18,3,10,3,"unaligned","unaligned"
"2522","Ushabti","Large","construct","","unaligned",105,"10d10+50",21,17,20,11,19,9,"unaligned","unaligned"
"2523","Ushabti","Medium","construct","","unaligned",119,"14d8 + 56",14,20,18,6,11,6,"unaligned","unaligned"
"2524","Ushabti Royal Guard","Large","construct","","unaligned",168,"16d10 + 80",22,16,20,11,19,9,"unaligned","unaligned"
"2525","Vaettir","Medium","undead","","lawful evil",120,"16d8+48",20,14,16,10,12,14,"lawful","evil"
"2526","Valkruung","Tiny","monstrosity","","chaotic neutral",22,"4d6+8",8,16,14,5,12,9,"chaotic","neutral"
"2527","Valkyrie","Medium","celestial","","neutral",112,"15d8+45",18,18,16,12,19,18,"neutral","neutral"
"2528","Valkyrie","Medium","celestial","","neutral",150,"20d8 + 60",18,18,16,12,19,18,"neutral","neutral"
"2529","Vallowex","Large","aberration","","chaotic neutral",123,"13d10+52",20,10,18,5,12,5,"chaotic","neutral"
"2530","Vampire","Medium","undead","shapechanger","lawful evil",144,"17d8+68",18,18,18,17,15,18,"lawful","evil"
"2531","Vampire","Medium","undead","","",142,"15d8+75",20,18,20,16,16,18,"unaligned","unaligned"
"2532","Vampire Assassin","Medium","undead","","",142,"15d8+75",20,18,20,16,16,18,"unaligned","unaligned"
"2533","Vampire Mage","Medium","undead","","",142,"15d8+75",20,18,20,16,16,18,"unaligned","unaligned"
"2534","Vampire Patrician","Medium","undead","","lawful evil",119,"14d8+56",15,18,18,16,13,20,"lawful","evil"
"2535","Vampire Priestess","Medium","undead","","lawful evil",105,"14d8+42",16,12,16,13,20,15,"lawful","evil"
"2536","Vampire Spawn","Medium","undead","","neutral evil",82,"11d8+33",16,16,16,11,10,12,"neutral","evil"
"2537","Vampire Spawn","Medium","undead","","",76,"9d8+36",18,16,18,10,14,14,"unaligned","unaligned"
"2538","Vampire Warlock - Variant","Medium","undead","shapechanger","lawful evil",144,"17d8+68",18,18,18,17,15,18,"lawful","evil"
"2539","Vampire Warrior","Medium","undead","","",142,"15d8+75",20,18,20,16,16,18,"unaligned","unaligned"
"2540","Vampiric Knight","Medium","undead","","neutral evil",127,"15d8+60",20,14,18,13,17,14,"neutral","evil"
"2541","Vampiric Vanguard","Medium","undead","","neutral evil",127,"15d8+60",19,16,18,11,10,8,"neutral","evil"
"2542","Vanara","Medium","humanoid","simian","neutral good",55,"10d8+10",14,16,12,11,15,12,"neutral","good"
"2543","Vangsluagh","Medium","aberration","","chaotic evil",85,"10d8+40",12,17,18,10,10,16,"chaotic","evil"
"2544","Vapor Lynx","Large","monstrosity","","chaotic neutral",127,"15d10+45",15,18,16,10,13,14,"chaotic","neutral"
"2545","Vapor Lynx","Large","monstrosity","","chaotic neutral",127,"15d10 + 45",15,18,16,10,13,14,"chaotic","neutral"
"2546","Vellso","Medium","fiend","demon","chaotic evil",120,"16d8+48",18,15,16,9,14,7,"chaotic","evil"
"2547","Vengeful Ghost","Medium","undead","","",58,"13d8",8,12,10,10,12,16,"unaligned","unaligned"
"2548","Venom Elemental","Large","elemental","","neutral",93,"11d10+33",17,14,16,6,10,8,"neutral","neutral"
"2549","Venom Maw Hydra","Huge","monstrosity","","unaligned",231,"22d12+88",19,17,18,5,10,7,"unaligned","unaligned"
"2550","Venomous Mummy","Medium","undead","","lawful evil",58,"9d8+18",16,8,15,7,10,14,"lawful","evil"
"2551","Venomous Mummy","Medium","undead","","lawful evil",58,"9d8 + 18",16,8,15,7,10,14,"lawful","evil"
"2552","Vent Linnorm","Gargantuan","dragon","","neutral evil",247,"15d20+90",25,14,23,14,14,17,"neutral","evil"
"2553","Veritigibbet","Small","fey","","chaotic neutral",63,"14d6+14",9,19,12,14,11,19,"chaotic","neutral"
"2554","Vesiculosa","Gargantuan","plant","","unaligned",203,"14d20+56",20,10,19,2,14,2,"unaligned","unaligned"
"2555","Vesiculosa","Gargantuan","plant","","unaligned",232,"16d20 + 64",20,15,19,2,14,2,"unaligned","unaligned"
"2556","Veteran","Medium","humanoid","any race","any alignment",58,"9d8+18",16,13,14,10,11,10,"unaligned","unaligned"
"2557","Veteran","Medium","humanoid","","",58,"9d8+18",16,12,14,10,10,10,"unaligned","unaligned"
"2558","Veteran Swordbreaker Skeleton","Medium","undead","","lawful evil",78,"12d8+24",16,13,14,6,8,5,"lawful","evil"
"2559","Vexxeh","Huge","fiend","","lawful evil",94,"9d12+36",20,13,19,12,10,12,"lawful","evil"
"2560","Viiret","Large","plant","","unaligned",85,"10d10+30",16,6,17,1,12,5,"unaligned","unaligned"
"2561","Vila","Medium","fey","","lawful neutral",77,"14d8+14",12,20,13,11,14,16,"lawful","neutral"
"2562","Vila","Medium","fey","","lawful neutral",77,"14d8 + 14",12,20,13,11,14,16,"lawful","neutral"
"2563","Vile Barber","Small","fey","","chaotic evil",28,"8d6",12,18,10,10,8,10,"chaotic","evil"
"2564","Vile Barber","Small","fey","","chaotic evil",35,"10d6",12,18,10,10,8,10,"chaotic","evil"
"2565","Vine Drake","Medium","dragon","","neutral",105,"14d8+42",18,15,16,11,12,14,"neutral","neutral"
"2566","Vine Golem","Medium","construct","","neutral",67,"9d8+27",12,18,17,6,10,5,"neutral","neutral"
"2567","Vine Lord","Medium","plant","","lawful neutral",105,"14d8+42",12,20,16,14,16,18,"lawful","neutral"
"2568","Vine Lord's Tendril Puppet","Medium","plant","","lawful neutral",34,"4d8+16",16,12,18,6,6,8,"lawful","neutral"
"2569","Vine Troll Skeleton","Large","plant","","unaligned",119,"14d10+42",20,12,16,6,8,5,"unaligned","unaligned"
"2570","Vine Lord","Medium","plant","","lawful neutral",105,"14d8 + 42",12,20,16,14,16,18,"lawful","neutral"
"2571","Vines of Nemthyr","Large","plant","","neutral evil",133,"14d10+56",19,12,19,5,13,5,"neutral","evil"
"2572","Vine Troll Skeleton","Large","undead","","unaligned",153,"18d10 + 54",20,12,16,6,8,5,"unaligned","unaligned"
"2573","Violet Fungus","Medium","plant","","unaligned",18,"4d8",3,1,10,1,3,1,"unaligned","unaligned"
"2574","Violet Fungus","Medium","plant","","",18,"4d8",1,1,10,1,2,1,"unaligned","unaligned"
"2575","Void Constructor","Medium","construct","","neutral evil",43,"5d8+20",16,12,18,6,8,3,"neutral","evil"
"2576","Void Dragon Wyrmling","Medium","dragon","","chaotic neutral",45,"6d8+18",16,10,17,12,9,17,"chaotic","neutral"
"2577","Void Giant","Huge","giant","","chaotic neutral",210,"20d12+80",24,10,18,18,10,14,"chaotic","neutral"
"2578","Void Knight","Medium","construct","","lawful evil",153,"18d8+72",22,7,18,12,16,10,"lawful","evil"
"2579","Void Dragon Wyrmling","Medium","dragon","","chaotic neutral",45,"6d8 + 18",16,10,17,12,9,17,"chaotic","neutral"
"2580","Voidling","Large","aberration","","chaotic evil",110,"20d10",15,22,10,14,16,10,"chaotic","evil"
"2581","Voidling","Large","aberration","","chaotic evil",180,"24d10 + 48",15,21,15,14,16,10,"chaotic","evil"
"2582","Voidpool","Large","ooze","","unaligned",112,"15d10+30",15,6,14,2,6,1,"unaligned","unaligned"
"2583","Volguloth","Medium","fiend","","neutral evil",78,"12d8 + 24",16,15,14,12,13,11,"neutral","evil"
"2584","Vorthropod","Medium","monstrosity","","unaligned",127,"15d8+60",16,10,19,3,12,3,"unaligned","unaligned"
"2585","Vrock","Large","fiend","demon","chaotic evil",104,"11d10+44",17,15,18,8,13,8,"chaotic","evil"
"2586","Vrock","Large","fiend","","",104,"11d10+44",18,16,18,8,14,10,"unaligned","unaligned"
"2587","Vulture","Medium","beast","","unaligned",5,"1d8+1",7,10,13,2,12,4,"unaligned","unaligned"
"2588","Vulture","Medium","beast","","",4,"1d8",6,10,10,2,12,6,"unaligned","unaligned"
"2589","Vættir","Medium","undead","","lawful evil",97,"13d8 + 39",20,14,16,10,12,14,"lawful","evil"
"2590","Wakwak","Large","beast","","unaligned",45,"6d10 +12",16,12,14,2,10,6,"unaligned","unaligned"
"2591","Walking Statue","Large","construct","","",66,"7d10+28",18,8,18,1,10,1,"unaligned","unaligned"
"2592","Walled Horror","Large","undead","","chaotic evil",114,"12d8+60",18,1,20,5,8,18,"chaotic","evil"
"2593","Wallflower","Medium","plant","","",33,"6d8+12",14,14,14,2,14,5,"unaligned","unaligned"
"2594","Wampus Cat","Medium","monstrosity","","chaotic neutral",58,"9d8+18",14,18,15,12,14,16,"chaotic","neutral"
"2595","Wampus Cat","Medium","monstrosity","","chaotic neutral",39,"6d8 + 12",14,18,15,12,14,16,"chaotic","neutral"
"2596","Wandering Haze","Gargantuan","ooze","","unaligned",170,"11d20+55",22,16,20,3,13,3,"unaligned","unaligned"
"2597","Wanyudo","Large","fiend","","lawful evil",115,"11d10+55",20,15,20,8,13,14,"lawful","evil"
"2598","War Machine Golem","Gargantuan","construct","","unaligned",232,"15d20+75",26,8,21,3,10,1,"unaligned","unaligned"
"2599","War Wyvern","Large","dragon","","unaligned",119,"14d10+42",20,12,16,6,14,6,"unaligned","unaligned"
"2600","Wardu","Medium","aberration","","neutral evil",105,"14d8+42",10,18,16,10,15,12,"neutral","evil"
"2601","Warhordling Orc Eye","Medium","humanoid","","",32,"5d8+10",12,10,14,12,16,12,"unaligned","unaligned"
"2602","Warhordling Orc War Chief","Medium","humanoid","","",90,"12d8+36",18,18,16,10,12,14,"unaligned","unaligned"
"2603","Warhordling Orc Warrior","Medium","humanoid","","",11,"2d8+2",12,12,12,10,14,10,"unaligned","unaligned"
"2604","Warhorse","Large","beast","","unaligned",19,"3d10+3",18,12,13,2,12,7,"unaligned","unaligned"
"2605","Warhorse","Large","beast","","",30,"4d10+8",18,12,14,3,12,6,"unaligned","unaligned"
"2606","Warhorse Skeleton","Large","undead","","lawful evil",22,"3d10+6",18,12,15,2,8,5,"lawful","evil"
"2607","Warlock's Trumpetbloom","Large","plant","","neutral evil",152,"16d10+64",17,10,18,6,10,6,"neutral","evil"
"2608","Warlords Ghost","Medium","undead","","",58,"13d8",8,16,10,12,10,18,"unaligned","unaligned"
"2609","Warmth Thief","Tiny","fey","","neutral evil",112,"15d4+75",11,18,20,17,15,18,"neutral","evil"
"2610","War Ostrich","Large","beast","","unaligned",42,"5d10 + 15",15,12,16,2,10,5,"unaligned","unaligned"
"2611","Warrior","Medium","humanoid","","",11,"2d8+2",12,12,12,10,14,10,"unaligned","unaligned"
"2612","Warrior Band","Large","humanoid","","",55,"10d8+10",12,12,12,10,14,10,"unaligned","unaligned"
"2613","Wasteland Dragon Wyrmling","Medium","dragon","","chaotic evil",60,"8d8+24",17,10,17,12,11,13,"chaotic","evil"
"2614","Water Elemental","Large","elemental","","neutral",114,"12d10+48",18,14,18,5,10,8,"neutral","neutral"
"2615","Water Elemental","Large","elemental","","",114,"12d10+48",18,14,18,6,10,6,"unaligned","unaligned"
"2616","Water Horse","Medium","fey","shapechanger","neutral evil",77,"14d8+14",16,14,13,10,12,15,"neutral","evil"
"2617","Water Leaper","Large","monstrosity","","unaligned",97,"13d10+26",16,14,15,4,12,5,"unaligned","unaligned"
